From,UniprotID,Reviewed,Entry Name,Protein names,Gene,Organism,Length,Uniprot_Gene
ATG4A,Q8WYN0,reviewed,ATG4A_HUMAN,Cysteine protease ATG4A (EC 3.4.22.-) (AUT-like 2 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 2) (Autophagin-2) (Autophagy-related protein 4 homolog A) (HsAPG4A) (hAPG4A),ATG4A APG4A AUTL2,Homo sapiens (Human),398,Q8WYN0_ATG4A
ATG4A,A0A0A0MT61,unreviewed,A0A0A0MT61_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4A,Homo sapiens (Human),202,A0A0A0MT61_ATG4A
ATG4A,F8W7J2,unreviewed,F8W7J2_HUMAN,Autophagy related 4A cysteine peptidase,ATG4A,Homo sapiens (Human),47,F8W7J2_ATG4A
ATG4A,G5E979,unreviewed,G5E979_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4A hCG_21686,Homo sapiens (Human),231,G5E979_ATG4A
ATG4A,H7BYM2,unreviewed,H7BYM2_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4A,Homo sapiens (Human),312,H7BYM2_ATG4A
ATG4C,Q96DT6,reviewed,ATG4C_HUMAN,Cysteine protease ATG4C (EC 3.4.22.-) (AUT-like 3 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 3) (Autophagin-3) (Autophagy-related protein 4 homolog C) (HsAPG4C),ATG4C APG4C AUTL1 AUTL3,Homo sapiens (Human),458,Q96DT6_ATG4C
ATG4C,A6NGQ4,unreviewed,A6NGQ4_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4C,Homo sapiens (Human),189,A6NGQ4_ATG4C
ATG4C,C9JC51,unreviewed,C9JC51_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4C,Homo sapiens (Human),151,C9JC51_ATG4C
ATG4C,H7BZW5,unreviewed,H7BZW5_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4C,Homo sapiens (Human),110,H7BZW5_ATG4C
ATG4C,Q05D29,unreviewed,Q05D29_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4C,Homo sapiens (Human),451,Q05D29_ATG4C
ATG4D,Q86TL0,reviewed,ATG4D_HUMAN,"Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 4) (Autophagin-4) (Autophagy-related protein 4 homolog D) (HsAPG4D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]",ATG4D APG4D AUTL4,Homo sapiens (Human),474,Q86TL0_ATG4D
ATG4D,K7EJA5,unreviewed,K7EJA5_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),177,K7EJA5_ATG4D
ATG4D,K7EKP6,unreviewed,K7EKP6_HUMAN,Autophagy related 4D cysteine peptidase,ATG4D,Homo sapiens (Human),120,K7EKP6_ATG4D
ATG4D,K7EMB9,unreviewed,K7EMB9_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),67,K7EMB9_ATG4D
ATG4D,K7EN30,unreviewed,K7EN30_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),177,K7EN30_ATG4D
ATG4D,K7EP43,unreviewed,K7EP43_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),209,K7EP43_ATG4D
ATG4D,K7EPJ0,unreviewed,K7EPJ0_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D hCG_28499,Homo sapiens (Human),228,K7EPJ0_ATG4D
ATG4D,K7EQ67,unreviewed,K7EQ67_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),99,K7EQ67_ATG4D
ATG4D,K7EQN3,unreviewed,K7EQN3_HUMAN,Autophagy related 4D cysteine peptidase,ATG4D,Homo sapiens (Human),160,K7EQN3_ATG4D
ATG4D,K7ERK1,unreviewed,K7ERK1_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),334,K7ERK1_ATG4D
ATG4D,K7ESM7,unreviewed,K7ESM7_HUMAN,Cysteine protease (EC 3.4.22.-),ATG4D,Homo sapiens (Human),203,K7ESM7_ATG4D
PARK7,Q99497,reviewed,PARK7_HUMAN,"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",PARK7,Homo sapiens (Human),189,Q99497_PARK7
PARK7,K7ELW0,unreviewed,K7ELW0_HUMAN,Parkinsonism associated deglycase,PARK7,Homo sapiens (Human),169,K7ELW0_PARK7
PARK7,K7EN27,unreviewed,K7EN27_HUMAN,protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1),PARK7,Homo sapiens (Human),160,K7EN27_PARK7
OTUD7B,Q6GQQ9,reviewed,OTU7B_HUMAN,OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne),OTUD7B ZA20D1,Homo sapiens (Human),843,Q6GQQ9_OTUD7B
OTUD7B,Q5SZ59,unreviewed,Q5SZ59_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUD7B RP11-212K13.2-003,Homo sapiens (Human),427,Q5SZ59_OTUD7B
OTUD7A,Q8TE49,reviewed,OTU7A_HUMAN,OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2),OTUD7A C15orf16 CEZANNE2 OTUD7,Homo sapiens (Human),926,Q8TE49_OTUD7A
OTUD7A,H0YMI7,unreviewed,H0YMI7_HUMAN,OTU deubiquitinase 7A,OTUD7A,Homo sapiens (Human),113,H0YMI7_OTUD7A
OTUD7A,H0YN66,unreviewed,H0YN66_HUMAN,OTU domain-containing protein 7A,OTUD7A,Homo sapiens (Human),110,H0YN66_OTUD7A
OTUD7A,X5D9E5,unreviewed,X5D9E5_HUMAN,OTU domain-containing 7A isoform A,OTUD7A,Homo sapiens (Human),122,X5D9E5_OTUD7A
TNFAIP3,P21580,reviewed,TNAP3_HUMAN,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37],TNFAIP3 OTUD7C,Homo sapiens (Human),790,P21580_TNFAIP3
TNFAIP3,D3TTY4,unreviewed,D3TTY4_HUMAN,Truncated tumor necrosis factor alpha-induced protein 3,TNFAIP3,Homo sapiens (Human),99,D3TTY4_TNFAIP3
TNFAIP3,D3TTY5,unreviewed,D3TTY5_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),669,D3TTY5_TNFAIP3
TNFAIP3,D3TTY6,unreviewed,D3TTY6_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),316,D3TTY6_TNFAIP3
TNFAIP3,D3TTY7,unreviewed,D3TTY7_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),152,D3TTY7_TNFAIP3
TNFAIP3,D3TTY8,unreviewed,D3TTY8_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),532,D3TTY8_TNFAIP3
TNFAIP3,D3TTY9,unreviewed,D3TTY9_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),471,D3TTY9_TNFAIP3
TNFAIP3,D3TTZ0,unreviewed,D3TTZ0_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),270,D3TTZ0_TNFAIP3
TNFAIP3,D3TTZ1,unreviewed,D3TTZ1_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),749,D3TTZ1_TNFAIP3
TNFAIP3,D3TTZ2,unreviewed,D3TTZ2_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),750,D3TTZ2_TNFAIP3
TNFAIP3,D3TTZ3,unreviewed,D3TTZ3_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),790,D3TTZ3_TNFAIP3
TNFAIP3,D3TTZ4,unreviewed,D3TTZ4_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),790,D3TTZ4_TNFAIP3
TNFAIP3,D3TTZ5,unreviewed,D3TTZ5_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),167,D3TTZ5_TNFAIP3
TNFAIP3,D3TTZ6,unreviewed,D3TTZ6_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),224,D3TTZ6_TNFAIP3
TNFAIP3,D3TTZ7,unreviewed,D3TTZ7_HUMAN,Truncated tumor necrosis factor alpha-induced protein 3,TNFAIP3,Homo sapiens (Human),111,D3TTZ7_TNFAIP3
TNFAIP3,D3TTZ8,unreviewed,D3TTZ8_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),252,D3TTZ8_TNFAIP3
TNFAIP3,F8K9X7,unreviewed,F8K9X7_HUMAN,TNFAIP3 (A20),TNFAIP3,Homo sapiens (Human),102,F8K9X7_TNFAIP3
TNFAIP3,Q5VXQ8,unreviewed,Q5VXQ8_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),TNFAIP3,Homo sapiens (Human),162,Q5VXQ8_TNFAIP3
TNFAIP3,Q5VXQ9,unreviewed,Q5VXQ9_HUMAN,Tumor necrosis factor alpha-induced protein 3,TNFAIP3,Homo sapiens (Human),98,Q5VXQ9_TNFAIP3
TNFAIP3,Q5VXR0,unreviewed,Q5VXR0_HUMAN,Tumor necrosis factor alpha-induced protein 3,TNFAIP3,Homo sapiens (Human),25,Q5VXR0_TNFAIP3
ZRANB1,Q9UGI0,reviewed,ZRAN1_HUMAN,Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1),ZRANB1 TRABID,Homo sapiens (Human),708,Q9UGI0_ZRANB1
VCPIP1,Q96JH7,reviewed,VCIP1_HUMAN,Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein),VCPIP1 KIAA1850 VCIP135,Homo sapiens (Human),1222,Q96JH7_VCPIP1
OTUB1,Q96FW1,reviewed,OTUB1_HUMAN,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1),OTUB1 OTB1 OTU1 HSPC263,Homo sapiens (Human),271,Q96FW1_OTUB1
OTUB1,F5GYJ8,unreviewed,F5GYJ8_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUB1,Homo sapiens (Human),286,F5GYJ8_OTUB1
OTUB1,F5GYN4,unreviewed,F5GYN4_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUB1,Homo sapiens (Human),241,F5GYN4_OTUB1
OTUB1,F5H3F0,unreviewed,F5H3F0_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUB1,Homo sapiens (Human),170,F5H3F0_OTUB1
OTUB1,F5H4F3,unreviewed,F5H4F3_HUMAN,"OTU deubiquitinase, ubiquitin aldehyde binding 1",OTUB1,Homo sapiens (Human),166,F5H4F3_OTUB1
OTUB1,F5H6Q1,unreviewed,F5H6Q1_HUMAN,Ubiquitin thioesterase (EC 3.4.19.12),OTUB1,Homo sapiens (Human),280,F5H6Q1_OTUB1
OTUB2,Q96DC9,reviewed,OTUB2_HUMAN,Ubiquitin thioesterase OTUB2 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB2) (OTU domain-containing ubiquitin aldehyde-binding protein 2) (Otubain-2) (Ubiquitin-specific-processing protease OTUB2),OTUB2 C14orf137 OTB2 OTU2,Homo sapiens (Human),234,Q96DC9_OTUB2
OTUB2,Q8WYS4,unreviewed,Q8WYS4_HUMAN,"OTU domain, ubiquitin aldehyde binding 2, isoform CRA_b (Uncharacterized protein pp9457)",pp9457 OTUB2 hCG_22343,Homo sapiens (Human),114,Q8WYS4_OTUB2
OTUB2,Q9BWI9,unreviewed,Q9BWI9_HUMAN,OTUB2 protein,OTUB2,Homo sapiens (Human),64,Q9BWI9_OTUB2
CYLD,Q9NQC7,reviewed,CYLD_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),CYLD CYLD1 KIAA0849 HSPC057,Homo sapiens (Human),956,Q9NQC7_CYLD
CYLD,A0A024R6Q9,unreviewed,A0A024R6Q9_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),CYLD hCG_1811700,Homo sapiens (Human),635,A0A024R6Q9_CYLD
CYLD,A0A024R6T1,unreviewed,A0A024R6T1_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),CYLD hCG_1811700,Homo sapiens (Human),953,A0A024R6T1_CYLD
CYLD,D6CJC5,unreviewed,D6CJC5_HUMAN,CYLD protein,CYLD,Homo sapiens (Human),39,D6CJC5_CYLD
CYLD,D6CJC6,unreviewed,D6CJC6_HUMAN,CYLD protein,CYLD,Homo sapiens (Human),38,D6CJC6_CYLD
CYLD,D6CJC7,unreviewed,D6CJC7_HUMAN,CYLD protein,CYLD,Homo sapiens (Human),17,D6CJC7_CYLD
CYLD,D6CJC8,unreviewed,D6CJC8_HUMAN,CYLD protein,CYLD,Homo sapiens (Human),16,D6CJC8_CYLD
CYLD,H3BPZ5,unreviewed,H3BPZ5_HUMAN,CYLD lysine 63 deubiquitinase,CYLD,Homo sapiens (Human),33,H3BPZ5_CYLD
CYLD,H3BS09,unreviewed,H3BS09_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),CYLD,Homo sapiens (Human),771,H3BS09_CYLD
CYLD,H3BSW9,unreviewed,H3BSW9_HUMAN,CYLD lysine 63 deubiquitinase,CYLD,Homo sapiens (Human),304,H3BSW9_CYLD
CYLD,I3L117,unreviewed,I3L117_HUMAN,CYLD lysine 63 deubiquitinase,CYLD,Homo sapiens (Human),66,I3L117_CYLD
CYLD,J3KRR7,unreviewed,J3KRR7_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),CYLD,Homo sapiens (Human),910,J3KRR7_CYLD
CYLD,J3QKR2,unreviewed,J3QKR2_HUMAN,CYLD lysine 63 deubiquitinase,CYLD,Homo sapiens (Human),104,J3QKR2_CYLD
SCRN1,Q12765,reviewed,SCRN1_HUMAN,Secernin-1,SCRN1 KIAA0193,Homo sapiens (Human),414,Q12765_SCRN1
SCRN1,A0A024RA21,unreviewed,A0A024RA21_HUMAN,"Secernin 1, isoform CRA_a",SCRN1 hCG_37324,Homo sapiens (Human),346,A0A024RA21_SCRN1
SCRN1,A0A090N7T9,unreviewed,A0A090N7T9_HUMAN,Secernin 1,SCRN1 tcag7.1066,Homo sapiens (Human),414,A0A090N7T9_SCRN1
SCRN1,B8ZZP4,unreviewed,B8ZZP4_HUMAN,Secernin 1,SCRN1,Homo sapiens (Human),140,B8ZZP4_SCRN1
SCRN1,C9J7U9,unreviewed,C9J7U9_HUMAN,Secernin 1,SCRN1,Homo sapiens (Human),141,C9J7U9_SCRN1
SCRN1,C9K052,unreviewed,C9K052_HUMAN,Secernin 1,SCRN1,Homo sapiens (Human),245,C9K052_SCRN1
SCRN2,Q96FV2,reviewed,SCRN2_HUMAN,Secernin-2,SCRN2,Homo sapiens (Human),425,Q96FV2_SCRN2
SCRN2,J3KS57,unreviewed,J3KS57_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),97,J3KS57_SCRN2
SCRN2,J3KT79,unreviewed,J3KT79_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),127,J3KT79_SCRN2
SCRN2,J3QL71,unreviewed,J3QL71_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),433,J3QL71_SCRN2
SCRN2,J3QQM9,unreviewed,J3QQM9_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),269,J3QQM9_SCRN2
SCRN2,J3QR84,unreviewed,J3QR84_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),180,J3QR84_SCRN2
SCRN2,J3QRJ1,unreviewed,J3QRJ1_HUMAN,Secernin 2,SCRN2,Homo sapiens (Human),271,J3QRJ1_SCRN2
SCRN3,Q0VDG4,reviewed,SCRN3_HUMAN,Secernin-3,SCRN3,Homo sapiens (Human),424,Q0VDG4_SCRN3
SCRN3,A0A1D5RMN9,unreviewed,A0A1D5RMN9_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),10,A0A1D5RMN9_SCRN3
SCRN3,C9JID8,unreviewed,C9JID8_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),216,C9JID8_SCRN3
SCRN3,C9JNS3,unreviewed,C9JNS3_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),135,C9JNS3_SCRN3
SCRN3,F8W0M9,unreviewed,F8W0M9_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),209,F8W0M9_SCRN3
SCRN3,F8WBX0,unreviewed,F8WBX0_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),117,F8WBX0_SCRN3
SCRN3,H9KVC8,unreviewed,H9KVC8_HUMAN,Secernin 3,SCRN3,Homo sapiens (Human),113,H9KVC8_SCRN3
SCRN3,Q0VDG5,unreviewed,Q0VDG5_HUMAN,SCRN3 protein,SCRN3,Homo sapiens (Human),426,Q0VDG5_SCRN3
UFSP1,Q6NVU6,reviewed,UFSP1_HUMAN,Inactive Ufm1-specific protease 1 (UfSP1),UFSP1,Homo sapiens (Human),142,Q6NVU6_UFSP1
UFSP1,A0A5F9ZGY7,unreviewed,A0A5F9ZGY7_HUMAN,UFM1 specific peptidase 1 (inactive),UFSP1,Homo sapiens (Human),218,A0A5F9ZGY7_UFSP1
UFSP2,Q9NUQ7,reviewed,UFSP2_HUMAN,Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-),UFSP2 C4orf20,Homo sapiens (Human),469,Q9NUQ7_UFSP2
UFSP2,D6R9J7,unreviewed,D6R9J7_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),87,D6R9J7_UFSP2
UFSP2,D6RA67,unreviewed,D6RA67_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),124,D6RA67_UFSP2
UFSP2,D6RB53,unreviewed,D6RB53_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),112,D6RB53_UFSP2
UFSP2,D6RGX2,unreviewed,D6RGX2_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),387,D6RGX2_UFSP2
UFSP2,H0Y9B0,unreviewed,H0Y9B0_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),197,H0Y9B0_UFSP2
UFSP2,H0YA18,unreviewed,H0YA18_HUMAN,UFM1 specific peptidase 2,UFSP2,Homo sapiens (Human),368,H0YA18_UFSP2
NSMF,Q6X4W1,reviewed,NSMF_HUMAN,NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor),NSMF NELF,Homo sapiens (Human),530,Q6X4W1_NSMF
NSMF,A0A1B0GUJ1,unreviewed,A0A1B0GUJ1_HUMAN,NMDA receptor synaptonuclear signaling and neuronal migration factor,NSMF,Homo sapiens (Human),184,A0A1B0GUJ1_NSMF
ECT2L,Q008S8,reviewed,ECT2L_HUMAN,Epithelial cell-transforming sequence 2 oncogene-like (Lung-specific F-box and DH domain-containing protein) (Putative guanine nucleotide exchange factor LFDH),ECT2L C6orf91 LFDH,Homo sapiens (Human),904,Q008S8_ECT2L
ECT2L,A0A2X0SFI5,unreviewed,A0A2X0SFI5_HUMAN,ECT2L,ECT2L,Homo sapiens (Human),906,A0A2X0SFI5_ECT2L
ECT2L,B7ZBI6,unreviewed,B7ZBI6_HUMAN,Epithelial cell transforming 2 like,ECT2L,Homo sapiens (Human),49,B7ZBI6_ECT2L
OTUD5,Q96G74,reviewed,OTUD5_HUMAN,OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA),OTUD5,Homo sapiens (Human),571,Q96G74_OTUD5
OTUD5,A0A024QZ09,unreviewed,A0A024QZ09_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUD5 hCG_19842,Homo sapiens (Human),571,A0A024QZ09_OTUD5
OTUD5,H7BZQ3,unreviewed,H7BZQ3_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUD5,Homo sapiens (Human),444,H7BZQ3_OTUD5
OTUD4,Q01804,reviewed,OTUD4_HUMAN,OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1),OTUD4 HIN-1 KIAA1046,Homo sapiens (Human),1114,Q01804_OTUD4
OTUD4,A0PJA7,unreviewed,A0PJA7_HUMAN,OTUD4 protein,OTUD4,Homo sapiens (Human),327,A0PJA7_OTUD4
OTUD4,D6RA27,unreviewed,D6RA27_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUD4,Homo sapiens (Human),139,D6RA27_OTUD4
OTUD4,D6RI06,unreviewed,D6RI06_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),OTUD4,Homo sapiens (Human),372,D6RI06_OTUD4
OTUD4,L8EAV3,unreviewed,L8EAV3_HUMAN,Alternative protein OTUD4,OTUD4,Homo sapiens (Human),73,L8EAV3_OTUD4
OTUD3,Q5T2D3,reviewed,OTUD3_HUMAN,OTU domain-containing protein 3 (EC 3.4.19.12),OTUD3 KIAA0459,Homo sapiens (Human),398,Q5T2D3_OTUD3
OTUD3,Q0VDK5,unreviewed,Q0VDK5_HUMAN,OTUD3 protein,OTUD3,Homo sapiens (Human),177,Q0VDK5_OTUD3
OTUD1,Q5VV17,reviewed,OTUD1_HUMAN,OTU domain-containing protein 1 (EC 3.4.19.12) (DUBA-7),OTUD1 DUBA7 OTDC1,Homo sapiens (Human),481,Q5VV17_OTUD1
ALG13,Q9NP73,reviewed,ALG13_HUMAN,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog),ALG13 CXorf45 GLT28D1 MDS031,Homo sapiens (Human),1137,Q9NP73_ALG13
ALG13,A0A087WT15,unreviewed,A0A087WT15_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),61,A0A087WT15_ALG13
ALG13,A0A087WTT9,unreviewed,A0A087WTT9_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),171,A0A087WTT9_ALG13
ALG13,A0A087WVG5,unreviewed,A0A087WVG5_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),43,A0A087WVG5_ALG13
ALG13,A0A087WX01,unreviewed,A0A087WX01_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),51,A0A087WX01_ALG13
ALG13,A0A087WX43,unreviewed,A0A087WX43_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),133,A0A087WX43_ALG13
ALG13,A0A096LNJ4,unreviewed,A0A096LNJ4_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),132,A0A096LNJ4_ALG13
ALG13,A0A096LNJ5,unreviewed,A0A096LNJ5_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),77,A0A096LNJ5_ALG13
ALG13,A0A096LNL2,unreviewed,A0A096LNL2_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),150,A0A096LNL2_ALG13
ALG13,A0A096LP10,unreviewed,A0A096LP10_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),162,A0A096LP10_ALG13
ALG13,A0A096LP54,unreviewed,A0A096LP54_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),42,A0A096LP54_ALG13
ALG13,A0A096LPI3,unreviewed,A0A096LPI3_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),1000,A0A096LPI3_ALG13
ALG13,A0A096LPK3,unreviewed,A0A096LPK3_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),35,A0A096LPK3_ALG13
ALG13,A0A1B0GVW6,unreviewed,A0A1B0GVW6_HUMAN,ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,Homo sapiens (Human),296,A0A1B0GVW6_ALG13
ALG13,A0A8V8TQ59,unreviewed,A0A8V8TQ59_HUMAN,ubiquitinyl hydrolase 1 (EC 3.4.19.12),ALG13,Homo sapiens (Human),192,A0A8V8TQ59_ALG13
ALG13,D6RE84,unreviewed,D6RE84_HUMAN,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141),ALG13,Homo sapiens (Human),159,D6RE84_ALG13
OTUD6A,Q7L8S5,reviewed,OTU6A_HUMAN,OTU domain-containing protein 6A (EC 3.4.19.12) (DUBA-2),OTUD6A DUBA2,Homo sapiens (Human),288,Q7L8S5_OTUD6A
YOD1,Q5VVQ6,reviewed,OTU1_HUMAN,Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2),YOD1 DUBA8 HIN7 OTUD2 PRO0907,Homo sapiens (Human),348,Q5VVQ6_YOD1
OTUD6B,Q8N6M0,reviewed,OTU6B_HUMAN,Deubiquitinase OTUD6B (EC 3.4.19.12) (DUBA-5) (OTU domain-containing protein 6B),OTUD6B DUBA5 CGI-77,Homo sapiens (Human),293,Q8N6M0_OTUD6B
